Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Seed
FedHST,FashionMNIST,0.5,0.7,0.9999,31,0.39034171735048295,0.8526072607287624,85.88,28,100,54410,12.194052696228027,12.18208122253418,0.011971473693847656,0.011361122131347656,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,32,0.3997127613067627,0.8533543619565307,85.67,30,100,54410,14.015530109405518,14.001997470855713,0.013532638549804688,0.012913227081298828,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,33,0.4194691021442413,0.8479357777984345,84.94,25,100,54410,11.113576889038086,11.103024959564209,0.010551929473876953,0.009964227676391602,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,34,0.39270364055633544,0.858687428738896,86.06,30,100,54410,13.011554718017578,12.999507904052734,0.01204681396484375,0.01156759262084961,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,35,0.38363859256505967,0.8613214020443657,86.56,26,100,54410,11.137207508087158,11.125044822692871,0.01216268539428711,0.011512517929077148,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,36,0.41343026005029676,0.8513817380459345,85.32,27,100,54410,11.1795175075531,11.166303634643555,0.013213872909545898,0.012553691864013672,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,37,0.42086142954826355,0.8468977439961431,85.07,30,100,54410,13.023483276367188,13.010210275650024,0.013273000717163086,0.012695074081420898,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,38,0.387911188852787,0.8557745377314638,86.01,25,100,54410,11.779885530471802,11.76840615272522,0.011479377746582031,0.010811328887939453,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,39,0.3925450339436531,0.856382830955851,86.26,26,100,54410,13.883944272994995,13.871763944625854,0.012180328369140625,0.011581659317016602,122.9814453125,0
FedHST,FashionMNIST,0.5,0.7,0.9999,40,0.4170699403524399,0.8483869610622767,85.71,27,100,54410,9.604056358337402,9.591931343078613,0.012125015258789062,0.011452436447143555,122.9814453125,0
