Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Alpha_Config
FedAdam,FashionMNIST,,0.9,0.999,34,0.3222312364339828,0.8845055748822789,88.63,29,100,54410,4.413065671920776,4.4045233726501465,0.008542299270629883,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,35,0.31765033476352694,0.8868807737843696,88.85,27,100,54410,3.999721050262451,3.9933018684387207,0.006419181823730469,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,36,0.3138196689486504,0.8875572547002812,88.89,26,100,54410,3.833505630493164,3.8257224559783936,0.007783174514770508,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,37,0.3112031559467316,0.8880708489720736,88.88,22,100,54410,3.173708438873291,3.1674070358276367,0.006301403045654297,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,38,0.3079513882279396,0.8901302234477668,89.06,25,100,54410,3.7795467376708984,3.7719905376434326,0.00755620002746582,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,39,0.3048103633522987,0.8910808308665435,89.18,27,100,54410,4.606170177459717,4.597894191741943,0.008275985717773438,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,40,0.3054730406522751,0.890310191814794,89.19,27,100,54410,4.615027904510498,4.6074910163879395,0.007536888122558594,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,41,0.30714998116493225,0.8875511769384961,88.97,26,100,54410,3.917665719985962,3.9099414348602295,0.007724285125732422,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,42,0.3069573818564415,0.8878420028016052,88.98,28,100,54410,4.120660781860352,4.112819671630859,0.007841110229492188,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,43,0.3046045723080635,0.8896231507017971,89.07,26,100,54410,3.8108551502227783,3.804119110107422,0.006736040115356445,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,44,0.3033877277255058,0.892030504452306,89.26,29,100,54410,4.265891790390015,4.258021593093872,0.007870197296142578,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,45,0.3011131104230881,0.89309510634493,89.37,26,100,54410,3.78765869140625,3.780048131942749,0.0076105594635009766,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,46,0.2990573790192604,0.893993819264626,89.47,30,100,54410,4.57850193977356,4.5700154304504395,0.008486509323120117,,122.966796875,100.0
FedAdam,FashionMNIST,,0.9,0.999,47,0.2981453934431076,0.8926933264925594,89.38,27,100,54410,4.356299161911011,4.3485329151153564,0.007766246795654297,,122.966796875,100.0
