Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Participation_Frac
FedAdam,FashionMNIST,,0.9,0.999,28,0.41333065662384033,0.8518245644238036,85.22,30,100,54410,4.581897258758545,4.573720693588257,0.008176565170288086,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,29,0.43632921981811523,0.8412512536055615,84.44,25,100,54410,2.845431089401245,2.838322639465332,0.007108449935913086,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,30,0.49679515280723574,0.8217631489683148,83.05,28,100,54410,3.8503847122192383,3.8425920009613037,0.00779271125793457,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,31,0.4802283306360245,0.8313149794560977,83.39,25,100,54410,3.3065574169158936,3.2996349334716797,0.006922483444213867,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,32,0.47445841381549836,0.826942163975745,82.55,25,100,54410,3.1214118003845215,3.11393666267395,0.007475137710571289,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,33,0.4814020111083984,0.8251102658441143,82.22,27,100,54410,4.256407260894775,4.24873161315918,0.007675647735595703,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,34,0.436985261964798,0.8446703521936904,84.79,29,100,54410,5.1414642333984375,5.133297443389893,0.008166790008544922,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,35,0.5016018880844116,0.8132893165405181,82.95,27,100,54410,4.635405540466309,4.628152370452881,0.007253170013427734,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,36,0.5309196515560151,0.8000627241511122,82.33,26,100,54410,4.775232791900635,4.768570899963379,0.006661891937255859,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,37,0.45792024850845336,0.8262070677352543,84.18,22,100,54410,3.7818384170532227,3.775933027267456,0.0059053897857666016,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,38,0.40700555148124695,0.8508778040075529,85.63,25,100,54410,3.038573980331421,3.0314717292785645,0.007102251052856445,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,39,0.39670042667388916,0.855670279127364,85.7,27,100,54410,4.157320022583008,4.149137258529663,0.008182764053344727,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,40,0.4058324212551117,0.8486903975971304,84.58,27,100,54410,4.028619766235352,4.0210957527160645,0.007524013519287109,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,41,0.42146879048347474,0.8426006876080677,83.85,26,100,54410,4.189184188842773,4.182579517364502,0.006604671478271484,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,42,0.4127809402704239,0.8507303159353178,84.84,28,100,54410,4.287055969238281,4.279340028762817,0.007715940475463867,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,43,0.4014323299884796,0.8566710802739774,85.79,26,100,54410,3.524966239929199,3.5178000926971436,0.007166147232055664,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,44,0.43820868980884553,0.8417565022495588,84.99,29,100,54410,4.90429162979126,4.896346807479858,0.007944822311401367,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,45,0.4521956150531769,0.8344434957695481,84.53,26,100,54410,2.8087055683135986,2.8012073040008545,0.007498264312744141,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,46,0.45887479107379914,0.8286606886673503,83.73,30,100,54410,4.852629899978638,4.84410834312439,0.008521556854248047,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,47,0.41193770047426226,0.8459774003889388,85.01,27,100,54410,3.9208385944366455,3.9136760234832764,0.007162570953369141,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,48,0.41141708694696427,0.8486274174807719,84.8,27,100,54410,4.653193473815918,4.645609617233276,0.0075838565826416016,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,49,0.491277218079567,0.8137845359401752,81.52,25,100,54410,3.385831832885742,3.3782618045806885,0.007570028305053711,,122.966796875,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,50,0.4547274294614792,0.8348885769317157,83.42,30,100,54410,4.054816722869873,4.046859979629517,0.007956743240356445,,122.966796875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,1,2.0543050369262694,0.17766728775076923,25.55,30,100,54410,5.232505559921265,5.219524383544922,0.012981176376342773,0.01235198974609375,122.7568359375,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,2,1.6179615463256836,0.29421511668575795,40.48,26,100,54410,3.947486400604248,3.936192035675049,0.011294364929199219,0.010715484619140625,122.7568359375,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,3,1.2886125064849854,0.4411332889986964,51.78,30,100,54410,4.6850175857543945,4.67162823677063,0.013389348983764648,0.01278066635131836,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,4,1.0889477898597717,0.4884072632674723,54.93,23,100,54410,3.0387120246887207,3.028200387954712,0.010511636734008789,0.00990438461303711,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,5,0.894386956691742,0.6617474237343839,68.89,26,100,54410,3.557657241821289,3.5455799102783203,0.01207733154296875,0.01146841049194336,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,6,0.7609183052062988,0.7317264909606905,74.21,24,100,54410,4.377140760421753,4.366924285888672,0.010216474533081055,0.00961756706237793,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,7,0.8002981030464172,0.6957793918050792,71.21,28,100,54410,4.409476041793823,4.397409200668335,0.012066841125488281,0.0114898681640625,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,8,0.8347495900154114,0.6619187845865934,69.54,24,100,54410,3.492579460144043,3.4815495014190674,0.011029958724975586,0.01039433479309082,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,9,0.8077207558631897,0.6581680698735044,69.49,25,100,54410,3.336379051208496,3.3250341415405273,0.01134490966796875,0.010745763778686523,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,10,0.7754443742752075,0.6588422120009255,68.58,20,100,54410,2.7831313610076904,2.7735538482666016,0.009577512741088867,0.008957386016845703,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,11,0.7025494688034057,0.7188845456152464,72.87,20,100,54410,2.5243399143218994,2.514648914337158,0.009690999984741211,0.009043693542480469,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,12,0.6854553599357605,0.7293543841685249,74.27,30,100,54410,4.792890310287476,4.778950214385986,0.013940095901489258,0.013279914855957031,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,13,0.6874646472930909,0.7294525705711163,74.67,29,100,54410,4.370218992233276,4.357087850570679,0.013131141662597656,0.012504339218139648,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,14,0.7049600583553314,0.7292319109444523,74.97,22,100,54410,3.707045078277588,3.6973018646240234,0.009743213653564453,0.009142398834228516,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,15,0.6780240052700043,0.7359219938964712,76.21,28,100,54410,4.173022031784058,4.160970211029053,0.012051820755004883,0.01149749755859375,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,16,0.64457342877388,0.748545552326122,77.45,28,100,54410,4.740484714508057,4.727864503860474,0.012620210647583008,0.011945009231567383,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,17,0.6185066715717316,0.7637300633914841,78.18,26,100,54410,4.319849491119385,4.309063196182251,0.010786294937133789,0.010208368301391602,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,18,0.5820757942199707,0.780681777405862,79.1,21,100,54410,3.0791690349578857,3.0693063735961914,0.009862661361694336,0.009252309799194336,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,19,0.5529066819190979,0.7909152251330248,79.61,28,100,54410,4.749231815338135,4.7366943359375,0.012537479400634766,0.011864423751831055,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,20,0.5176839891433715,0.8084350687789004,80.91,28,100,54410,3.6700222492218018,3.65865421295166,0.011368036270141602,0.010755300521850586,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,21,0.5066569754123688,0.8150518600541388,81.27,24,100,54410,4.22739839553833,4.216553211212158,0.010845184326171875,0.010274410247802734,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,22,0.50655225481987,0.8138666252748052,81.04,26,100,54410,3.8274245262145996,3.8173696994781494,0.010054826736450195,0.00950479507446289,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,23,0.5093752426624298,0.8151063398344235,81.54,28,100,54410,4.806258201599121,4.793776273727417,0.012481927871704102,0.011854887008666992,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,24,0.5182035385131836,0.8037105021077989,80.93,23,100,54410,3.0132710933685303,3.0021374225616455,0.011133670806884766,0.0105133056640625,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,25,0.5361487490653992,0.7938378973693394,80.32,29,100,54410,3.9813461303710938,3.9687445163726807,0.012601613998413086,0.011960983276367188,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,26,0.5494209257125855,0.7815846287478531,80.17,26,100,54410,4.227438449859619,4.216357231140137,0.011081218719482422,0.010445594787597656,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,27,0.5190411046028137,0.7890752110928277,81.23,27,100,54410,3.9733498096466064,3.9604594707489014,0.012890338897705078,0.012212753295898438,122.98046875,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,28,0.4855683227300644,0.8083770979553624,82.73,30,100,54410,4.731334924697876,4.718920707702637,0.012414216995239258,0.011830806732177734,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,29,0.4545705709218979,0.8251337625825824,83.71,25,100,54410,2.7892637252807617,2.7792909145355225,0.009972810745239258,0.009465694427490234,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,30,0.44038991656303406,0.8375646912420519,84.49,28,100,54410,3.9271812438964844,3.915139675140381,0.012041568756103516,0.011441230773925781,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,31,0.4283814289569855,0.8469777823208189,84.89,25,100,54410,3.241535186767578,3.230449914932251,0.011085271835327148,0.01049351692199707,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,32,0.4427565892219543,0.8417436877640576,83.88,25,100,54410,3.1257216930389404,3.114494562149048,0.011227130889892578,0.010645627975463867,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,33,0.4572959424972534,0.8332103972297095,82.9,27,100,54410,4.374699592590332,4.364243030548096,0.010456562042236328,0.00988912582397461,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,34,0.4381771983146667,0.8444976077450377,84.14,29,100,54410,4.877084016799927,4.866199016571045,0.010885000228881836,0.010329723358154297,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,35,0.42226391468048097,0.85202406350142,85.15,27,100,54410,4.429798603057861,4.418444871902466,0.011353731155395508,0.010832786560058594,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,36,0.4301086372852325,0.845027273282186,84.9,26,100,54410,4.995097637176514,4.983755826950073,0.01134181022644043,0.010755777359008789,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,37,0.44894379243850707,0.831820345259589,84.18,22,100,54410,4.320389747619629,4.310781240463257,0.00960850715637207,0.009058475494384766,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,38,0.4844544508934021,0.8109484756232128,82.98,25,100,54410,3.556105375289917,3.5449979305267334,0.011107444763183594,0.010473966598510742,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,39,0.5025978901863098,0.8005379327781613,82.22,27,100,54410,4.377533674240112,4.365798234939575,0.01173543930053711,0.011066913604736328,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,40,0.48065370309352873,0.8075637995317433,82.54,27,100,54410,4.089356899261475,4.0792059898376465,0.010150909423828125,0.009621381759643555,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,41,0.43548375160694125,0.8315301921222046,84.13,26,100,54410,4.1403350830078125,4.129598379135132,0.010736703872680664,0.010142326354980469,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,42,0.4009013214588165,0.8536764050242851,85.75,28,100,54410,4.713202953338623,4.7009055614471436,0.012297391891479492,0.011597394943237305,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,43,0.3926986878156662,0.8598973621220825,85.91,26,100,54410,3.580159902572632,3.5688366889953613,0.011323213577270508,0.010739564895629883,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,44,0.40343897631168363,0.8557407316062718,85.36,29,100,54410,5.394913673400879,5.382205247879028,0.012708425521850586,0.012128829956054688,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,45,0.4144025996208191,0.8515468149623009,84.91,26,100,54410,2.7167224884033203,2.7055771350860596,0.011145353317260742,0.01056671142578125,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,46,0.4049624097108841,0.8541322660694657,85.27,30,100,54410,4.467959880828857,4.455708742141724,0.012251138687133789,0.01171731948852539,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,47,0.3932441867828369,0.8580294312168182,85.8,27,100,54410,3.475431203842163,3.464369535446167,0.011061668395996094,0.010520696640014648,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,48,0.3881531877040863,0.8609852097058768,86.27,27,100,54410,4.54265832901001,4.530924081802368,0.011734247207641602,0.011109590530395508,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,49,0.39100050089359284,0.8577231275854496,86.08,25,100,54410,3.185412883758545,3.175417900085449,0.009994983673095703,0.009451627731323242,122.98095703125,0.20-0.30
FedHST,FashionMNIST,0.5,0.9,0.999,50,0.3870585387468338,0.8585578778122762,86.23,30,100,54410,3.9164669513702393,3.903982162475586,0.01248478889465332,0.011927604675292969,122.98095703125,0.20-0.30
FedAdam,FashionMNIST,,0.9,0.999,1,2.760692408370972,0.1436249298061647,24.6,60,100,54410,8.89666748046875,8.883168458938599,0.013499021530151367,,129.0263671875,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,2,1.9239094604492188,0.2554840516432407,37.2,51,100,54410,7.471823453903198,7.45869255065918,0.013130903244018555,,129.0263671875,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,3,1.1039463497161865,0.5618337626484146,57.95,54,100,54410,7.744425535202026,7.729999303817749,0.014426231384277344,,129.0263671875,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,4,1.1065014992713929,0.588712955178548,63.29,53,100,54410,7.9254045486450195,7.912286281585693,0.013118267059326172,,129.0263671875,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,5,0.8480629943847656,0.6973277349104904,73.03,60,100,54410,8.907384157180786,8.891696691513062,0.01568746566772461,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,6,0.7789860354423523,0.7077618189903151,73.89,53,100,54410,7.8185224533081055,7.8054821491241455,0.013040304183959961,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,7,0.7153022364616394,0.7397674423416073,75.47,55,100,54410,7.186625003814697,7.173649311065674,0.012975692749023438,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,8,0.6271833444595337,0.7694368017742095,77.57,60,100,54410,8.910084962844849,8.894647359848022,0.015437602996826172,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,9,0.5389440690994263,0.8042849518140069,80.65,52,100,54410,7.180942535400391,7.1678807735443115,0.013061761856079102,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,10,0.600111057806015,0.7754450141134953,78.78,60,100,54410,8.816433191299438,8.800748109817505,0.015685081481933594,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,11,0.5672598960399627,0.7931212622568367,80.23,52,100,54410,8.936429500579834,8.92268967628479,0.013739824295043945,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,12,0.5898257548332214,0.7806951119149895,79.16,57,100,54410,9.220619440078735,9.20753002166748,0.013089418411254883,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,13,0.5019737706184387,0.8200932111321236,82.29,60,100,54410,9.810721635818481,9.794608116149902,0.0161135196685791,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,14,0.47963983249664305,0.8270153372535696,82.75,52,100,54410,7.542258024215698,7.528632164001465,0.013625860214233398,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,15,0.49114297156333925,0.8179102808409171,82.21,59,100,54410,9.741082906723022,9.725465059280396,0.015617847442626953,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,16,0.45506668729782107,0.83771928124371,83.86,56,100,54410,9.418985605239868,9.405029058456421,0.013956546783447266,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,17,0.4910186939716339,0.8175103576575727,82.73,51,100,54410,8.775668382644653,8.763186931610107,0.012481451034545898,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,18,0.5296830176353454,0.7967447691010202,81.54,54,100,54410,9.032599210739136,9.0187406539917,0.013858556747436523,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,19,0.4753113956928253,0.818466810014215,83.26,52,100,54410,8.13258981704712,8.118783235549927,0.013806581497192383,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,20,0.4290270285129547,0.8419638916947958,84.57,57,100,54410,9.322405815124512,9.308199882507324,0.0142059326171875,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,21,0.44667314641475675,0.8333599055908844,83.49,57,100,54410,9.808311700820923,9.794407367706299,0.013904333114624023,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,22,0.45013103952407835,0.8297750365194372,83.24,51,100,54410,7.485245943069458,7.4735636711120605,0.011682271957397461,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,23,0.40817637190818784,0.8487690977759881,84.99,55,100,54410,8.691421270370483,8.67676568031311,0.014655590057373047,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,24,0.4212671003341675,0.8483124980973695,85.26,52,100,54410,7.644275665283203,7.630634784698486,0.013640880584716797,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,25,0.49291184701919555,0.826488336189116,83.09,58,100,54410,8.257099151611328,8.24209475517273,0.015004396438598633,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,26,0.4520498786449432,0.8411465716536842,84.62,51,100,54410,8.01410722732544,8.003354787826538,0.010752439498901367,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,27,0.39772793068885803,0.8605520442587979,86.35,59,100,54410,8.293869733810425,8.279658794403076,0.014210939407348633,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,28,0.4174351430892944,0.8481047328216105,85.11,54,100,54410,7.776610374450684,7.763912677764893,0.012697696685791016,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,29,0.40931607484817506,0.8514970309487897,85.39,50,100,54410,7.377452850341797,7.364416599273682,0.013036251068115234,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,30,0.39937682802677155,0.856397611500908,85.88,58,100,54410,9.347836256027222,9.3340003490448,0.013835906982421875,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,31,0.43122540583610536,0.840979529500007,84.73,53,100,54410,7.205766677856445,7.192747592926025,0.013019084930419922,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,32,0.4442108492612839,0.8363878242445841,84.73,57,100,54410,9.242183685302734,9.227705478668213,0.014478206634521484,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,33,0.41413193514347074,0.8521561957797908,85.84,51,100,54410,6.979958772659302,6.967329740524292,0.012629032135009766,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,34,0.38557895247936247,0.8647296655474428,86.79,53,100,54410,8.267922163009644,8.25432538986206,0.013596773147583008,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,35,0.3823628983736038,0.864405343898083,86.52,55,100,54410,8.771591424942017,8.758153676986694,0.013437747955322266,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,36,0.3862254242181778,0.8607424719007899,86.14,56,100,54410,8.42581582069397,8.41132140159607,0.01449441909790039,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,37,0.3906001403808594,0.8615164804832883,86.18,50,100,54410,7.67897891998291,7.666000843048096,0.012978076934814453,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,38,0.39383919169902804,0.861995958044278,86.39,57,100,54410,8.663291454315186,8.6486496925354,0.014641761779785156,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,39,0.40118565645217896,0.8536676025271899,85.74,57,100,54410,8.29145359992981,8.278956174850464,0.012497425079345703,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,40,0.4199252170085907,0.8470826544135385,85.17,58,100,54410,8.76204800605774,8.747601509094238,0.014446496963500977,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,41,0.43099624016284943,0.8424174111106606,84.81,50,100,54410,8.049951314926147,8.037221908569336,0.012729406356811523,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,42,0.40640847880840303,0.8479111350418537,85.26,53,100,54410,8.46286916732788,8.449821472167969,0.01304769515991211,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,43,0.3631574682712555,0.8703589794795373,87.22,52,100,54410,9.865729331970215,9.852813959121704,0.012915372848510742,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,44,0.3692472073316574,0.8689728897581122,87.08,51,100,54410,8.86871337890625,8.855501890182495,0.013211488723754883,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,45,0.41534467680454257,0.8521367576647968,85.57,54,100,54410,9.157440185546875,9.143532991409302,0.013907194137573242,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,46,0.39726859612464904,0.8582357155630291,86.16,50,100,54410,7.486532926559448,7.473684787750244,0.012848138809204102,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,47,0.35196637778282164,0.8723392838630917,87.51,52,100,54410,8.724775314331055,8.711770057678223,0.013005256652832031,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,48,0.3857693553090096,0.8586492031600198,86.12,55,100,54410,7.862579584121704,7.850045442581177,0.012534141540527344,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,49,0.4577738049983978,0.8377709946502367,84.07,51,100,54410,7.3145153522491455,7.302561283111572,0.011954069137573242,,129.236328125,0.50-0.60
FedAdam,FashionMNIST,,0.9,0.999,50,0.4602813049077988,0.8335622456412303,83.75,51,100,54410,6.52280068397522,6.50923228263855,0.013568401336669922,,129.236328125,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,1,2.0441011989593507,0.2352287300255238,32.54,60,100,54410,9.807905197143555,9.782140493392944,0.02576470375061035,0.02515697479248047,135.0869140625,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,2,1.702263563156128,0.272056007141443,39.81,51,100,54410,8.728941202163696,8.710078716278076,0.018862485885620117,0.018213272094726562,135.0869140625,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,3,1.4343624225616456,0.3549950568761072,44.89,54,100,54410,7.2895002365112305,7.267283916473389,0.022216320037841797,0.021569013595581055,135.0869140625,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,4,1.1480369194030762,0.4608127684331498,53.89,53,100,54410,7.951635360717773,7.930483341217041,0.021152019500732422,0.020460128784179688,135.0869140625,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,5,0.8918418592453002,0.615985262390152,65.96,60,100,54410,8.995134592056274,8.97300672531128,0.022127866744995117,0.021519184112548828,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,6,0.7531683731079102,0.7265969033669722,74.67,53,100,54410,8.254195928573608,8.232694149017334,0.021501779556274414,0.020889997482299805,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,7,0.7445170848846435,0.7170981274754669,73.46,55,100,54410,7.614148139953613,7.592071056365967,0.022077083587646484,0.021452665328979492,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,8,0.7135014661788941,0.7348879358539545,74.57,60,100,54410,9.05531358718872,9.034148454666138,0.021165132522583008,0.02065277099609375,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,9,0.6593552320957183,0.7589171878155627,76.4,52,100,54410,7.834724187850952,7.813823461532593,0.020900726318359375,0.020260334014892578,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,10,0.6313655442237854,0.7691237254836853,77.43,60,100,54410,9.0615975856781,9.037380456924438,0.02421712875366211,0.023578643798828125,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,11,0.6750129971027374,0.7357137366092752,74.48,52,100,54410,8.58034610748291,8.559778213500977,0.020567893981933594,0.020000934600830078,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,12,0.7463791063308716,0.6727934656885755,70.42,57,100,54410,8.213231563568115,8.191972255706787,0.021259307861328125,0.020589351654052734,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,13,0.7289674714565277,0.6758745570000753,70.94,60,100,54410,8.627333164215088,8.604282140731812,0.023051023483276367,0.02255558967590332,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,14,0.6553400669574737,0.7226011500302294,74.61,52,100,54410,7.559593915939331,7.538855075836182,0.020738840103149414,0.02009105682373047,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,15,0.5823913361549378,0.7688709827862651,78.51,59,100,54410,8.965537071228027,8.943658351898193,0.021878719329833984,0.021279573440551758,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,16,0.5331670069217682,0.8001646461713918,80.97,56,100,54410,8.210725545883179,8.188231945037842,0.022493600845336914,0.02185368537902832,135.1171875,0.50-0.60
