Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Local_Epochs_Config
FedAdam,FashionMNIST,,0.9,0.999,40,0.37385401747226715,0.8649825837281975,86.45,27,100,54410,11.431603908538818,11.424940347671509,0.00666356086730957,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,41,0.3970452513217926,0.8601623347403023,85.77,26,100,54410,11.920064449310303,11.912147045135498,0.007917404174804688,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,42,0.38750246839523317,0.8618573942236608,86.02,28,100,54410,12.112373113632202,12.10524606704712,0.007127046585083008,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,43,0.3606469406366348,0.8728816418838841,87.37,26,100,54410,10.680174350738525,10.672648668289185,0.00752568244934082,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,44,0.4167998328924179,0.8537806042057244,86.07,29,100,54410,14.940434694290161,14.932042360305786,0.008392333984375,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,45,0.475637374997139,0.8317894671337349,84.4,26,100,54410,7.767947435379028,7.761491060256958,0.0064563751220703125,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,46,0.4591625189304352,0.8390910644338827,84.69,30,100,54410,12.93343186378479,12.92577052116394,0.007661342620849609,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,47,0.38137615339756015,0.8677111036643238,87.01,27,100,54410,10.618352174758911,10.611579179763794,0.0067729949951171875,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,48,0.3756767562866211,0.8703757172075608,87.07,27,100,54410,14.77035117149353,14.762321710586548,0.008029460906982422,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,49,0.43087567527294157,0.84884892213444,84.95,25,100,54410,9.523480892181396,9.517419576644897,0.0060613155364990234,,122.966796875,3
FedAdam,FashionMNIST,,0.9,0.999,50,0.4155446829319,0.8546236419427249,85.33,30,100,54410,12.381268739700317,12.373003721237183,0.008265018463134766,,122.966796875,3
FedHST,FashionMNIST,0.5,0.9,0.999,1,2.051182445907593,0.17097176253144275,25.76,30,100,54410,14.725665807723999,14.71258807182312,0.013077735900878906,0.012449026107788086,122.7568359375,3
FedHST,FashionMNIST,0.5,0.9,0.999,2,1.6096436950683595,0.3429860718503622,43.61,26,100,54410,11.469536304473877,11.459234952926636,0.010301351547241211,0.009764909744262695,122.7568359375,3
FedHST,FashionMNIST,0.5,0.9,0.999,3,1.287564979171753,0.45388083136605406,52.13,30,100,54410,12.628270864486694,12.616106271743774,0.012164592742919922,0.011542320251464844,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,4,1.0279126276016235,0.5579504914100538,60.21,23,100,54410,8.264906644821167,8.25450348854065,0.010403156280517578,0.009758234024047852,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,5,0.7913728669166565,0.7139191810453178,73.33,26,100,54410,9.951406240463257,9.941364288330078,0.010041952133178711,0.009449005126953125,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,6,0.6941319793701172,0.7523014381437194,76.55,24,100,54410,12.851280450820923,12.840899229049683,0.010381221771240234,0.009662628173828125,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,7,0.7123157071113586,0.7244009920435391,74.51,28,100,54410,12.533138275146484,12.521265029907227,0.011873245239257812,0.011285781860351562,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,8,0.6938368895530701,0.7211042154397934,74.11,24,100,54410,9.968621730804443,9.958167791366577,0.010453939437866211,0.00986623764038086,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,9,0.6898499073028564,0.7140717771097707,73.38,25,100,54410,9.352167129516602,9.341228008270264,0.01093912124633789,0.010284423828125,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,10,0.701785192489624,0.7045393726872301,72.35,20,100,54410,7.803404808044434,7.794899940490723,0.008504867553710938,0.0079498291015625,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,11,0.6907286549568177,0.7204878426197565,73.55,20,100,54410,6.228230953216553,6.220446586608887,0.007784366607666016,0.0072689056396484375,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,12,0.6963486303806304,0.7212530791017084,73.83,30,100,54410,12.89743447303772,12.88429045677185,0.01314401626586914,0.012517452239990234,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,13,0.6690257190704346,0.7361885558893524,75.29,29,100,54410,11.947396516799927,11.935910940170288,0.011485576629638672,0.010915994644165039,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,14,0.6282389429092408,0.7591613524199621,77.46,22,100,54410,10.875420570373535,10.865948677062988,0.009471893310546875,0.008826017379760742,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,15,0.5865747819423676,0.774937071345821,79.21,28,100,54410,11.845678567886353,11.835179328918457,0.010499238967895508,0.00998544692993164,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,16,0.5531148340225219,0.7972162087011615,81.17,28,100,54410,13.284961938858032,13.274678230285645,0.010283708572387695,0.009656190872192383,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,17,0.5425507730007172,0.8086255791206909,81.87,26,100,54410,12.281421661376953,12.271167039871216,0.010254621505737305,0.009707212448120117,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,18,0.528637650680542,0.8119417903144953,81.82,21,100,54410,8.638118505477905,8.629962921142578,0.008155584335327148,0.007660388946533203,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,19,0.51281242685318,0.8170759025177624,82.02,28,100,54410,13.249577045440674,13.23763656616211,0.011940479278564453,0.011388301849365234,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,20,0.47481405439376834,0.8312114257237766,83.11,28,100,54410,11.703426122665405,11.691404104232788,0.012022018432617188,0.011342048645019531,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,21,0.4526492884159088,0.841942944623014,84.01,24,100,54410,12.759248971939087,12.748387813568115,0.01086115837097168,0.010269403457641602,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,22,0.44756573300361635,0.8398905209392454,83.71,26,100,54410,12.222391366958618,12.21117353439331,0.011217832565307617,0.010567903518676758,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,23,0.4547955526828766,0.8383022141699881,83.81,28,100,54410,14.202211618423462,14.190429210662842,0.011782407760620117,0.011199474334716797,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,24,0.46718087396621705,0.8343080606896729,83.68,23,100,54410,8.626388549804688,8.617483854293823,0.008904695510864258,0.008355379104614258,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,25,0.48991182618141177,0.824350833166057,82.92,29,100,54410,11.538761615753174,11.526804447174072,0.011957168579101562,0.011286735534667969,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,26,0.5132005925416946,0.8122303074065396,82.34,26,100,54410,12.984729290008545,12.974907875061035,0.009821414947509766,0.009244918823242188,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,27,0.4970569655418396,0.8129713169347056,82.83,27,100,54410,11.35921835899353,11.347411870956421,0.011806488037109375,0.011171340942382812,122.98046875,3
FedHST,FashionMNIST,0.5,0.9,0.999,28,0.469061371922493,0.8230878913144061,83.76,30,100,54410,13.619646072387695,13.606626272201538,0.013019800186157227,0.01236271858215332,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,29,0.43740323758125305,0.8345328996803664,84.62,25,100,54410,8.134392976760864,8.12387204170227,0.01052093505859375,0.009919881820678711,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,30,0.4176810990571976,0.8434116329122714,85.3,28,100,54410,11.295395851135254,11.282710552215576,0.012685298919677734,0.012063264846801758,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,31,0.4021465433120728,0.8541828263988531,85.86,25,100,54410,10.162386178970337,10.152696132659912,0.009690046310424805,0.009107351303100586,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,32,0.39266511280536653,0.8601481459079707,86.07,25,100,54410,9.614775657653809,9.604517698287964,0.010257959365844727,0.009606599807739258,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,33,0.3981741504192352,0.8576901167907682,85.67,27,100,54410,13.888077735900879,13.875948667526245,0.012129068374633789,0.011490106582641602,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,34,0.3898747242927551,0.8595005753560155,85.86,29,100,54410,15.360018253326416,15.348731279373169,0.01128697395324707,0.010648727416992188,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,35,0.3766497137069702,0.8661996376736679,86.64,27,100,54410,13.36436414718628,13.353692531585693,0.010671615600585938,0.010005712509155273,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,36,0.3760545801877975,0.8659953931952235,86.82,26,100,54410,14.073062658309937,14.062103509902954,0.010959148406982422,0.010340690612792969,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,37,0.39581853165626524,0.8588534865371533,86.39,22,100,54410,11.229543209075928,11.219076871871948,0.010466337203979492,0.009768962860107422,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,38,0.434923259973526,0.8371183524645754,84.7,25,100,54410,9.005550146102905,8.996015548706055,0.009534597396850586,0.009005546569824219,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,39,0.47032329165935516,0.8209232951562487,83.51,27,100,54410,13.38707971572876,13.374674558639526,0.012405157089233398,0.011658668518066406,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,40,0.4562059275150299,0.8267905223357536,84.02,27,100,54410,11.69027853012085,11.678245782852173,0.012032747268676758,0.011435747146606445,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,41,0.41245899085998533,0.8441899962622301,85.43,26,100,54410,11.95204758644104,11.940733194351196,0.01131439208984375,0.010746002197265625,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,42,0.3749810322761536,0.8625831756302549,86.81,28,100,54410,12.033868312835693,12.021849155426025,0.012019157409667969,0.01145792007446289,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,43,0.35969391179084775,0.8716987045500895,87.39,26,100,54410,11.55879545211792,11.547276020050049,0.011519432067871094,0.010859966278076172,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,44,0.3671382259607315,0.8681221961663163,86.95,29,100,54410,14.927076816558838,14.914699792861938,0.012377023696899414,0.011748075485229492,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,45,0.37626093533039096,0.8654868075824952,86.6,26,100,54410,7.965930700302124,7.955724477767944,0.010206222534179688,0.009584903717041016,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,46,0.3746104963302612,0.8652173466007745,86.54,30,100,54410,13.111976861953735,13.100280046463013,0.011696815490722656,0.011034965515136719,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,47,0.36703242881298065,0.8692401636571905,86.97,27,100,54410,10.2023184299469,10.191327810287476,0.010990619659423828,0.010431528091430664,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,48,0.3601360213279724,0.8709443854671204,87.21,27,100,54410,13.205471992492676,13.194515466690063,0.010956525802612305,0.010401487350463867,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,49,0.35450228190422056,0.8733334576925375,87.5,25,100,54410,10.150623798370361,10.139483451843262,0.01114034652709961,0.010532855987548828,122.98095703125,3
FedHST,FashionMNIST,0.5,0.9,0.999,50,0.3511095034122467,0.8760040877403341,87.8,30,100,54410,11.868196487426758,11.855722188949585,0.012474298477172852,0.01189112663269043,122.98095703125,3
FedAdam,FashionMNIST,,0.9,0.999,1,3.818468882751465,0.14376548488077795,24.05,30,100,54410,25.391124725341797,25.382188081741333,0.008936643600463867,,122.7568359375,5
FedAdam,FashionMNIST,,0.9,0.999,2,2.044840558242798,0.4499911187358558,51.35,26,100,54410,18.65369987487793,18.646222829818726,0.0074770450592041016,,122.7568359375,5
FedAdam,FashionMNIST,,0.9,0.999,3,1.5619708408355713,0.6438241344083357,67.72,30,100,54410,23.132726669311523,23.12397027015686,0.008756399154663086,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,4,1.3327653472900391,0.550845676214619,59.64,23,100,54410,14.003767251968384,13.997367143630981,0.006400108337402344,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,5,0.7340105536460877,0.7392462364751383,74.74,26,100,54410,17.678886651992798,17.671974420547485,0.0069122314453125,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,6,1.2705227241516113,0.6529735610428327,69.67,24,100,54410,20.273862838745117,20.26736569404602,0.00649714469909668,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,7,1.1907479685783386,0.6885165099586823,72.12,28,100,54410,21.279787063598633,21.27151870727539,0.008268356323242188,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,8,0.6200102141141891,0.8014705657990111,80.23,24,100,54410,16.31238317489624,16.305591583251953,0.006791591644287109,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,9,0.8029357189178467,0.7828127821891607,78.46,25,100,54410,16.82725763320923,16.819592475891113,0.007665157318115234,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,10,0.8895536972999573,0.768395319198955,77.79,20,100,54410,13.016597032546997,13.01067304611206,0.0059239864349365234,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,11,0.7147331012487411,0.7980832510255218,80.72,20,100,54410,10.31600832939148,10.310411214828491,0.005597114562988281,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,12,0.5969084264278411,0.8153680224434476,82.8,30,100,54410,21.156919240951538,21.14885115623474,0.008068084716796875,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,13,0.5737097764968873,0.8127318910267334,81.94,29,100,54410,19.86676597595215,19.858616590499878,0.008149385452270508,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,14,0.551028989815712,0.811818816662667,81.57,22,100,54410,19.518114805221558,19.512341022491455,0.005773782730102539,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,15,0.4749787512779236,0.833241603903858,83.64,28,100,54410,20.882912635803223,20.876327753067017,0.006584882736206055,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,16,0.4658434263467789,0.835425162075104,84.53,28,100,54410,24.06095838546753,24.053143739700317,0.007814645767211914,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,17,0.5055298681020737,0.8199396024819852,83.28,26,100,54410,22.802146673202515,22.794766902923584,0.007379770278930664,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,18,0.4923970594167709,0.821184210244341,82.28,21,100,54410,16.075982570648193,16.069704055786133,0.006278514862060547,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,19,0.501187514257431,0.8148203284646384,81.22,28,100,54410,25.12004852294922,25.111979722976685,0.00806879997253418,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,20,0.5226926609039306,0.8115021294514235,80.51,28,100,54410,19.440393447875977,19.432258367538452,0.008135080337524414,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,21,0.5032369719028473,0.8199387228341445,82.45,24,100,54410,21.079303741455078,21.072674036026,0.0066297054290771484,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,22,0.557845298075676,0.8137010808686463,82.4,26,100,54410,18.799614429473877,18.79283857345581,0.006775856018066406,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,23,0.6236873704433441,0.798243495550171,81.98,28,100,54410,23.663851737976074,23.656161546707153,0.0076901912689208984,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,24,0.5205098541021347,0.8296725689968794,84.51,23,100,54410,15.233304500579834,15.226797103881836,0.006507396697998047,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,25,0.41503253557682035,0.8596208966924275,86.09,29,100,54410,18.859195232391357,18.850854873657227,0.00834035873413086,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,26,0.4577345561504364,0.8430516123760023,84.36,26,100,54410,21.162778854370117,21.155054569244385,0.007724285125732422,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,27,0.46227897086143493,0.8428769019161082,84.45,27,100,54410,19.192741870880127,19.184756994247437,0.00798487663269043,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,28,0.4113001623868942,0.8601064706353336,86.18,30,100,54410,24.495283365249634,24.486701726913452,0.00858163833618164,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,29,0.493238387799263,0.8346547631350131,84.12,25,100,54410,14.801619052886963,14.793936014175415,0.0076830387115478516,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,30,0.6662673861265183,0.7857677779065726,80.45,28,100,54410,19.938886642456055,19.930875539779663,0.008011102676391602,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,31,0.5927398339986801,0.8116789917524386,81.65,25,100,54410,16.345484256744385,16.338353395462036,0.007130861282348633,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,32,0.44504940605163573,0.8521513856512634,84.96,25,100,54410,15.786858797073364,15.779553174972534,0.007305622100830078,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,33,0.46157729020118715,0.8478183685188233,84.42,27,100,54410,23.752979516983032,23.744747161865234,0.008232355117797852,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,34,0.4473326311349869,0.8444302307411821,84.82,29,100,54410,24.74503445625305,24.73755407333374,0.0074803829193115234,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,35,0.5823190472126007,0.8129458454739649,82.76,27,100,54410,19.576682329177856,19.568829774856567,0.007852554321289062,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,36,0.6135915548324585,0.8042800295456498,82.52,26,100,54410,23.504881620407104,23.49763035774231,0.007251262664794922,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,37,0.5304941740751267,0.8275587002752243,83.8,22,100,54410,18.779900312423706,18.773711681365967,0.006188631057739258,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,38,0.4335852813243866,0.8578247572827371,86.11,25,100,54410,15.376319646835327,15.369410037994385,0.006909608840942383,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,39,0.3899102835893631,0.8682877708152429,86.91,27,100,54410,20.421685695648193,20.41521716117859,0.006468534469604492,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,40,0.40531537392139433,0.8642436118214751,86.27,27,100,54410,19.899154901504517,19.89117169380188,0.007983207702636719,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,41,0.42081698179245,0.8601198272395315,85.88,26,100,54410,22.873844385147095,22.865915536880493,0.007928848266601562,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,42,0.39920444278717043,0.8677309987103003,86.82,28,100,54410,20.551509618759155,20.543435096740723,0.008074522018432617,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,43,0.40386900732517245,0.8660211541839253,86.95,26,100,54410,16.95834469795227,16.95095157623291,0.0073931217193603516,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,44,0.5124847292900085,0.8361215959650592,84.68,29,100,54410,24.205015420913696,24.197245121002197,0.0077702999114990234,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,45,0.5433601088523865,0.8278001971604318,83.92,26,100,54410,13.444368839263916,13.436676740646362,0.007692098617553711,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,46,0.4643541583180428,0.8511416556854587,85.61,30,100,54410,22.307331323623657,22.29885506629944,0.00847625732421875,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,47,0.38570114974975583,0.872591777764946,87.29,27,100,54410,18.940640449523926,18.93342399597168,0.007216453552246094,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,48,0.39735434467792513,0.8715022127046803,87.0,27,100,54410,21.702027797698975,21.695281982421875,0.006745815277099609,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,49,0.4472404823064804,0.8558087851512035,85.53,25,100,54410,16.06381130218506,16.056597471237183,0.0072138309478759766,,122.966796875,5
FedAdam,FashionMNIST,,0.9,0.999,50,0.41425958905220034,0.8674119853273494,86.69,30,100,54410,20.926459074020386,20.9194917678833,0.006967306137084961,,122.966796875,5
FedHST,FashionMNIST,0.5,0.9,0.999,1,2.0596381591796873,0.17098626744256934,25.66,30,100,54410,25.127606868743896,25.11461043357849,0.012996435165405273,0.012368202209472656,122.7568359375,5
FedHST,FashionMNIST,0.5,0.9,0.999,2,1.645898608970642,0.3433284791149923,43.99,26,100,54410,18.647077798843384,18.636271238327026,0.010806560516357422,0.010209798812866211,122.7568359375,5
FedHST,FashionMNIST,0.5,0.9,0.999,3,1.3074950521469115,0.4395169223231024,50.95,30,100,54410,22.11952042579651,22.1073899269104,0.012130498886108398,0.011505842208862305,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,4,1.0059835388183593,0.5615134280837283,60.58,23,100,54410,13.713031530380249,13.703950881958008,0.009080648422241211,0.008515357971191406,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,5,0.7710039617538452,0.7202271103131109,73.87,26,100,54410,17.09616446495056,17.085434198379517,0.010730266571044922,0.010120868682861328,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,6,0.672482451915741,0.7596632086330998,77.44,24,100,54410,21.65103554725647,21.640735864639282,0.0102996826171875,0.009680509567260742,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,7,0.685876995754242,0.7307697126807653,75.34,28,100,54410,22.039039134979248,22.027785778045654,0.01125335693359375,0.010610342025756836,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,8,0.6621018899917602,0.7312232272918207,75.21,24,100,54410,18.70842671394348,18.69794511795044,0.010481595993041992,0.009892702102661133,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,9,0.6444243230342865,0.736814998078137,75.33,25,100,54410,16.519933700561523,16.508345365524292,0.011588335037231445,0.010866880416870117,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,10,0.6579361602306366,0.7316609310725826,74.62,20,100,54410,14.057581901550293,14.049376964569092,0.008204936981201172,0.007596254348754883,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,11,0.6661958166122437,0.7327981178208995,74.64,20,100,54410,10.476215362548828,10.467200756072998,0.009014606475830078,0.008414268493652344,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,12,0.6803144281864166,0.7314901566292256,74.58,30,100,54410,21.50425696372986,21.49162530899048,0.012631654739379883,0.011978626251220703,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,13,0.6541801694393158,0.744845475627508,75.83,29,100,54410,20.1374192237854,20.124966382980347,0.012452840805053711,0.011884927749633789,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,14,0.6049597181797027,0.7729846155173586,78.52,22,100,54410,17.78048300743103,17.769850730895996,0.01063227653503418,0.009932756423950195,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,15,0.5654807690620423,0.7903546915843338,80.39,28,100,54410,22.53474187850952,22.522261381149292,0.012480497360229492,0.011800765991210938,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,16,0.535277185344696,0.8049803095438837,81.9,28,100,54410,26.252634286880493,26.239784717559814,0.012849569320678711,0.012169361114501953,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,17,0.5240607720375061,0.8146521233730638,82.64,26,100,54410,20.943236351013184,20.93132257461548,0.011913776397705078,0.011248111724853516,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,18,0.5100895965576172,0.8193111510568292,82.75,21,100,54410,16.20545506477356,16.19568419456482,0.009770870208740234,0.009162664413452148,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,19,0.49360306248664854,0.8263499143719699,83.02,28,100,54410,22.80368947982788,22.791090488433838,0.012598991394042969,0.011974573135375977,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,20,0.45738469145298005,0.8412340154279783,84.16,28,100,54410,17.8438241481781,17.832656145095825,0.01116800308227539,0.010647296905517578,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,21,0.44142805314064026,0.8468840271764334,84.56,24,100,54410,22.270766735076904,22.259889125823975,0.010877609252929688,0.010280847549438477,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,22,0.43761542567014694,0.8448871683310873,84.25,26,100,54410,19.57779097557068,19.5666720867157,0.011118888854980469,0.01047062873840332,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,23,0.4428751312613487,0.8441548933148763,84.35,28,100,54410,26.059462308883667,26.049012184143066,0.010450124740600586,0.00985860824584961,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,24,0.44860228686332704,0.8433958651515653,84.45,23,100,54410,14.059174537658691,14.04938530921936,0.009789228439331055,0.009206533432006836,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,25,0.469914831161499,0.8366392611716806,83.92,29,100,54410,18.347413063049316,18.334627866744995,0.012785196304321289,0.012163877487182617,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,26,0.49618325080871584,0.8274559032839972,83.47,26,100,54410,20.28578782081604,20.274450063705444,0.011337757110595703,0.010718584060668945,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,27,0.48679273653030397,0.8265329714305716,83.7,27,100,54410,19.361729383468628,19.350185871124268,0.011543512344360352,0.010967016220092773,122.98046875,5
FedHST,FashionMNIST,0.5,0.9,0.999,28,0.46428550627231596,0.835813403469191,84.73,30,100,54410,25.050992250442505,25.03955101966858,0.011441230773925781,0.01088404655456543,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,29,0.4426096253633499,0.8416193551984661,85.29,25,100,54410,13.453305721282959,13.443289756774902,0.01001596450805664,0.00943899154663086,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,30,0.43394025785923,0.8428506151824454,85.33,28,100,54410,18.691718816757202,18.679917573928833,0.01180124282836914,0.011123418807983398,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,31,0.4222928882360458,0.8503719301523482,85.64,25,100,54410,16.098232746124268,16.087059020996094,0.011173725128173828,0.01056814193725586,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,32,0.39358928921222686,0.8607218971013861,86.24,25,100,54410,15.681853771209717,15.671329259872437,0.010524511337280273,0.009951591491699219,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,33,0.38379272916316987,0.8638433094963162,86.37,27,100,54410,22.455573797225952,22.443288564682007,0.012285232543945312,0.01158905029296875,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,34,0.3736636338472366,0.8669359301122499,86.64,29,100,54410,24.942341327667236,24.929213285446167,0.013128042221069336,0.01245570182800293,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,35,0.36387145087718964,0.8696749358016186,87.0,27,100,54410,22.293555736541748,22.28120994567871,0.01234579086303711,0.011658668518066406,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,36,0.3670765268087387,0.8687660659019952,87.07,26,100,54410,23.77902388572693,23.766916275024414,0.012107610702514648,0.011442184448242188,122.98095703125,5
