Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Seed
FedHST,FashionMNIST,0.0,0.9,0.999,21,0.4845778194904327,0.8206092708630498,82.19,24,100,54410,4.63969349861145,4.628907203674316,0.010786294937133789,0.01013803482055664,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,22,0.5011556785821915,0.8105074984313745,82.08,26,100,54410,4.179118394851685,4.167256593704224,0.011861801147460938,0.01128387451171875,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,23,0.5661304898738861,0.7857509547854853,80.96,28,100,54410,4.655300617218018,4.643723249435425,0.011577367782592773,0.010917425155639648,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,24,0.5166094083547592,0.8110752242729488,82.54,23,100,54410,2.861677646636963,2.8514106273651123,0.010267019271850586,0.009587526321411133,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,25,0.4787626515388489,0.8227241194160448,82.28,29,100,54410,3.466684579849243,3.4549684524536133,0.011716127395629883,0.011189460754394531,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,26,0.49147541666030886,0.8194995705307685,81.72,26,100,54410,4.629722356796265,4.618373870849609,0.011348485946655273,0.010690689086914062,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,27,0.4381077780723572,0.8419948651460063,84.15,27,100,54410,3.9082796573638916,3.8968234062194824,0.01145625114440918,0.010871648788452148,122.98046875,42
FedHST,FashionMNIST,0.0,0.9,0.999,28,0.41333065662384033,0.8518245644238036,85.22,30,100,54410,4.716217041015625,4.702723026275635,0.013494014739990234,0.012808084487915039,122.98095703125,42
FedHST,FashionMNIST,0.0,0.9,0.999,29,0.43632921981811523,0.8412512536055615,84.44,25,100,54410,2.8389742374420166,2.8274636268615723,0.011510610580444336,0.010883569717407227,122.98095703125,42
FedHST,FashionMNIST,0.0,0.9,0.999,30,0.49679515280723574,0.8217631489683148,83.05,28,100,54410,4.4622802734375,4.450483560562134,0.011796712875366211,0.011190652847290039,122.98095703125,42
FedHST,FashionMNIST,0.0,0.9,0.999,31,0.4802283306360245,0.8313149794560977,83.39,25,100,54410,3.673278570175171,3.6620001792907715,0.011278390884399414,0.010695934295654297,122.98095703125,42
